0.001,100,0.10439167962663129,0.01202818799377763,0.008678100009768134
0.005,100,0.4322572670802501,0.045733199708020464,0.02983411323182248
0.01,100,0.6951206934840981,0.06860855418113966,0.03878003956381401
0.05,100,1.089969183119605,0.11200686865659007,0.017997804355818416
0.1,100,1.0964316878594287,0.124362074349914,0.005657641165431584
0.5,100,1.0964608113924048,0.12861719390874365,0.0014025223111921723
1.0,100,1.096460811392405,0.1286172323233758,0.001402483896555729
5.0,100,-1.2571740666549202e+72,-1.8572347806572124e+87,-1.8572347806572132e+87
10.0,100,-1.0961228002196476e+105,-1.3061206571859443e+120,-1.3061206571859446e+120
0.3105263157894737,288,1.0964608113924048,0.12861723232241387,0.0014024838975219584
